127.0.0.1 - - [17/May/2013:09:02:33 +0800] "GET / HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/index.jsp HTTP/1.1" 200 1174
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/bottom.jsp HTTP/1.1" 200 1558
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/main_51.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/main_49.gif HTTP/1.1" 200 400
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/right.jsp HTTP/1.1" 200 4440
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/left.jsp HTTP/1.1" 200 3188
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/main_47.gif HTTP/1.1" 200 309
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/main_45.gif HTTP/1.1" 200 726
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/css/base.css HTTP/1.1" 200 5082
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/css/main.css HTTP/1.1" 200 1168
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/css/menu.css HTTP/1.1" 200 1001
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/js/menu.js HTTP/1.1" 200 3346
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 200 311
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/menuarrow.gif HTTP/1.1" 200 411
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/part-index.gif HTTP/1.1" 200 587
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/book1.gif HTTP/1.1" 200 407
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/manage1.gif HTTP/1.1" 200 578
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/sp_bg.gif HTTP/1.1" 200 705
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/addnews.gif HTTP/1.1" 200 255
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/file_dir.gif HTTP/1.1" 200 272
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/qc.gif HTTP/1.1" 200 2050
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/arr4.gif HTTP/1.1" 200 153
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/images/menubg.gif HTTP/1.1" 200 1696
127.0.0.1 - - [17/May/2013:09:03:00 +0800] "GET /sysadm/top.jsp HTTP/1.1" 200 5635
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/arrfc.gif HTTP/1.1" 200 79
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/arrl.gif HTTP/1.1" 200 51
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/topbg.gif HTTP/1.1" 200 519
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/arrr.gif HTTP/1.1" 200 51
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/logo.gif HTTP/1.1" 200 3568
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /sysadm/images/topitembg.gif HTTP/1.1" 200 1020
127.0.0.1 - - [17/May/2013:09:03:01 +0800] "GET /favicon.ico HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:03:48 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 500 1529
127.0.0.1 - - [17/May/2013:09:03:48 +0800] "GET /product/images/err.jpg HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:04:10 +0800] "GET /product/productList.do HTTP/1.1" 500 1576
127.0.0.1 - - [17/May/2013:09:04:11 +0800] "GET /product/images/err.jpg HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:04:13 +0800] "GET /product/productList.do HTTP/1.1" 500 1576
127.0.0.1 - - [17/May/2013:09:04:13 +0800] "GET /product/images/err.jpg HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:04:18 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 500 1529
127.0.0.1 - - [17/May/2013:09:13:17 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 500 1606
127.0.0.1 - - [17/May/2013:09:13:17 +0800] "GET /product/images/err.jpg HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 8882
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.all.css HTTP/1.1" 200 292
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 200 78768
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.base.css HTTP/1.1" 200 771
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.autocomplete.css HTTP/1.1" 200 322
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.theme.css HTTP/1.1" 200 17520
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.accordion.css HTTP/1.1" 200 840
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.core.css HTTP/1.1" 200 1468
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.button.css HTTP/1.1" 200 2541
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.datepicker.css HTTP/1.1" 200 3702
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.progressbar.css HTTP/1.1" 200 618
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.menu.css HTTP/1.1" 200 1454
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.tooltip.css HTTP/1.1" 200 375
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.selectable.css HTTP/1.1" 200 328
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.spinner.css HTTP/1.1" 200 1182
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.dialog.css HTTP/1.1" 200 1304
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.resizable.css HTTP/1.1" 200 1207
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.slider.css HTTP/1.1" 200 1314
127.0.0.1 - - [17/May/2013:09:14:01 +0800] "GET /jquery-ui/themes/base/jquery.ui.tabs.css HTTP/1.1" 200 1322
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/ui/jquery.ui.button.js HTTP/1.1" 200 11815
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/ui/jquery.ui.tabs.js HTTP/1.1" 200 21968
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/ui/jquery.ui.core.js HTTP/1.1" 200 8198
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/ui/jquery.ui.widget.js HTTP/1.1" 200 15069
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /sysadm/images/untitled.png HTTP/1.1" 200 1334
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/themes/base/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 200 178
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png HTTP/1.1" 200 101
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png HTTP/1.1" 200 110
127.0.0.1 - - [17/May/2013:09:14:02 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 105
127.0.0.1 - - [17/May/2013:09:14:08 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 8882
127.0.0.1 - - [17/May/2013:09:14:08 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:08 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:08 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:08 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:09 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 8882
127.0.0.1 - - [17/May/2013:09:14:09 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:09 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:09 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:14:09 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:23:37 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_75_dadada_1x400.png HTTP/1.1" 200 111
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 9081
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/ui/jquery.ui.core.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/ui/jquery.ui.button.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /js/jquery-1.4.4.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.all.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/ui/jquery.ui.widget.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/css/base.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/ui/jquery.ui.tabs.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.base.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.core.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.theme.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.progressbar.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.accordion.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.autocomplete.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.resizable.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.button.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.dialog.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.menu.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.slider.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.datepicker.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.spinner.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.tooltip.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.tabs.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/jquery.ui.selectable.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/images/untitled.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /sysadm/images/wbg.gif HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/images/ui-bg_highlight-soft_75_cccccc_1x100.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_75_e6e6e6_1x400.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:34:11 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:38:03 +0800] "GET /jquery-ui/themes/base/images/ui-bg_glass_75_dadada_1x400.png HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2013:09:50:24 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 9081
127.0.0.1 - - [17/May/2013:09:50:25 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:50:25 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:50:25 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:50:25 +0800] "GET /sysadm/css/allbtbg2.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:50:53 +0800] "POST /product/addUpdateProduct.do HTTP/1.1" 500 1722
127.0.0.1 - - [17/May/2013:09:50:53 +0800] "GET /product/images/err.jpg HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:51:47 +0800] "GET /product/addUpdateProductUI.do HTTP/1.1" 200 9081
127.0.0.1 - - [17/May/2013:09:51:47 +0800] "GET /sysadm/images/allbg.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:51:47 +0800] "GET /sysadm/images/newlinebg3.gif HTTP/1.1" 404 492
127.0.0.1 - - [17/May/2013:09:51:47 +0800] "GET /sysadm/images/tbg.gif HTTP/1.1" 404 492
